Hotelling Harold;;;The general welfare in relation to problems of taxation and of railway and utility rates;;;;;;Druckerzeugnis;in. Chapman/S. J./Young Allyn A./andere: Readings in the Economics of Taxation;Haupt-Bibliothek;;London;George Allen & Unwin;;YL7;YL8;YL9;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;"Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder-	Allgemeine Steuerlehre, Steuersystem einzelner Länder-	Betriebswirtschaftliche Steuerlehre"
Gupta Shiv K.;Rosenhead Jonatha;;Robustness in Sequential Investment Decisions;;;;-;377-391;Druckerzeugnis;In: Robinson-I.M.: Decision-Making in Urban Planning;Haupt-Bibliothek;;;;;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle
Effista;;;Die integrierte Aufgaben- und Ressourcensteuerung;;;;-;;Druckerzeugnis;Schlussbericht der Arbeitsgruppe EFFISTA;Haupt-Bibliothek;VE 191;Bern;EFFISTA;1990;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle
Stöckler Manfred;;;Die steuerlich optimale Rechtsform ausländischer Investoren in Deutschland;;;;3-89161-017-3;223;Druckerzeugnis;Tochterkapitalgesellschaften, Betriebsstätten, Umstrukturierungsmassnahmen;Haupt-Bibliothek;KB 172;Berlin;S + W Steuer- und Wirtschaftsverlag;1998;KB;;;Ausländisches Steuerrecht;Deutschland;
Lewis Wilfred J. R.;;;Budget Concepts for Economic Analysis;;;;;188;Druckerzeugnis;;Haupt-Bibliothek;VB 118 1;Washington;Brookings Institution;1968;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle
IFF;;;Seminar zum Einkommen aus unselbständiger Erwerbstätigkeit;18./19.8.2003;;;-;;Druckerzeugnis;Kursdokumentation;Haupt-Bibliothek;PC 163;St. Gallen;IFF;2003;PC;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommensteuer allgemein;
CIPFA;;;A Contribution to the Debate on the Future of Auditing;;;;;17;Druckerzeugnis;;Separata;VE Sep. 17;;CIPFA;1994;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle
von Parijs Philippe;;;Recht auf Einkommen-Recht auf Arbeit und der wirtschaftliche Wert der Sozialpolitik;;;;3.428.06702.9;195-217;Druckerzeugnis;In: Vobruba-Georg (Hrsg.): Der wirtschaftliche Wert der Sozialpolitik;Haupt-Bibliothek;;Berlin;Duncker & Humblot;;YX;;;Wirtschaftswissenschaften;Sozialpolitik. Gesundheitswesen. Bildungsökonomie;
Taylor C. T.;;;'Crowding Out';Its Meaning and Significance;;;0.85520.35208;86-108;Druckerzeugnis;In: Cook-S.T.- Jackson-P.M. (Hrsg.): Current Issues in Fiscal Policy;Haupt-Bibliothek;;Oxford;Martin Robertson;;YB;;;Wirtschaftswissenschaften;Allgemeines. Methoden der W. Unterrichts- und Ausbildungsmethoden in den W., Wirtschaftspädagogik;
Departement of Housing and Urban Development;;;Planning requirements for Model Cities Program;;;;-;427-459;Druckerzeugnis;In: Robinson-I.M.: Decision-Making in Urban Planning;Haupt-Bibliothek;;;;;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle
Okner Benjamin A.;;;Income Distribution and the Federal Income Tax;;;;-;143;Druckerzeugnis;Michigan Governmental Studies No. 47;Haupt-Bibliothek;PC 112;Michigan;University of Michigan;1966;PC;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommensteuer allgemein;
Flick Hans;;;Die erbschaftsteuerliche Behandlung des US-Trusts aus deutscher Sicht;;;;-;539-548;Druckerzeugnis;In: Dann, Wilfried, Ehrlicher, Werner & etc., (Hrsg.): Unternehmenspolitik und Internationale Besteuerung;Haupt-Bibliothek;;;;;LD;;;Interkantonales/Internationales Steuerrecht;Deutschland;
Drüen Klaus-Dieter;;;Modelle und Rechtsfragen zeitnaher Betriebsprüfung;;;;-;62;Druckerzeugnis;IFSt-Schrift 469;Haupt-Bibliothek;;;;;KB;;;Ausländisches Steuerrecht;Deutschland;
Gleitze Jörg-Michael;Böllinger Werner;;Das 'Kölner Modell';Haushalts- und Finanzplanung durch Budgetierung;;;;218-223;Druckerzeugnis;;Separata;VB Sep. 07;;;1993;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle
Prognos;;;Beurteilung der Einflüsse von Energiepreisänderungen auf die Energienachfrage und ihre prognostischen und energiepolitischen Konsequenzen;;;;;153;Druckerzeugnis;Studie der Prognos AG im Auftrag des Eidg. Amtes für Energiewirtschaft;Haupt-Bibliothek;AG 305;Basel;Prognos;1977;YN;;;Wirtschaftswissenschaften;Konjunkturschwankungen, Stabilitätspolitik;
Zavelberg Heinz Günter;;;Bundesrechnungshof 1992/1993;;;;-;219;Druckerzeugnis;Jahresbericht der Bundesrepublik Deutschland;Haupt-Bibliothek;VE 178;Frankfurt;Bundesrechnungshof;1993;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle
Albers Willi;;;Das Popitzsche Gesetz der Anziehungskraft des übergeordneten Haushaltes;;;;;20;Druckerzeugnis;;Separata;AC Sep. 04;Luzern;;1962;YL1;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Allgemeines
Musgrave Richard A.;;;Cost-Benefit Analysis and The Theory of Public Finance;;;;;797-;Druckerzeugnis;in: Journal of Economic Literature- Sept. 1969, Vol. VII, Number 3;Haupt-Bibliothek;BG 124;Wisconsin;The American Economic Association;1969;YL7;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder
Schweizerischer Bankverein;;;Die Ersparnisbildung und ihr Beitrag an die Versorgung des Kapitalmarktes;;;;;85-90;Druckerzeugnis;;Separata;AH Sep. 01;Basel;Schweizerischer Bankverein;1967;YV;;;Wirtschaftswissenschaften;Arbeitnehmerfragen (Labor Economics);
ifo Institut für Wirtschaftsforschung an der Universität München;;;Der Aussenhandel der Bundesrepublik unter dem Einfluss der steuerpolitischen Massnahmen;;;;;4-;Druckerzeugnis;;Separata;AK Sep. 306;München;ifo Schnelldienst;1968;YM;;;Wirtschaftswissenschaften;Internationaler Handel. Zahlungsbilanz und Wechselkurse;
Bartel Karl;;;Die stabilitätspolitische Problematik des Multi-Reservenstandards;;;;3.428.03264.0;28-77;Druckerzeugnis;In: Haberler-Gottfried- Bartel-Karl (Hrsg.): Das Inflationsproblem heute - Stabilisierung oder Anpassung;Haupt-Bibliothek;;Berlin;Duncker & Humblot;;YN;;;Wirtschaftswissenschaften;Konjunkturschwankungen, Stabilitätspolitik;
Sloan Frank A.;Steinwald Bruce;;Analysis of Physician Price and Output Decisions;;;;;17;Druckerzeugnis;;Separata;X Sep. 15;;;1977;YX;;;Wirtschaftswissenschaften;Sozialpolitik. Gesundheitswesen. Bildungsökonomie;
Rolph Earl R.;;;The welfare aspects of excise taxes;;;;;;Druckerzeugnis;in: Chapman/S. J./Young Allyn A./andere: Readings in the Economics of Taxation;Haupt-Bibliothek;;London;George Allen & Unwin;;YL7;YL8;YL9;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;"Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder-	Allgemeine Steuerlehre, Steuersystem einzelner Länder-	Betriebswirtschaftliche Steuerlehre"
Urtz Christoph;;;Die aufschiebende Wirkung im verfassungsgerichtlichen Verfahren in Steuersachen;;;;-;47-70;Druckerzeugnis;In: Holoubek, Michael & Lang, Michael, (Hrsg.): Das verfassungsgerichtliche Verfahren in Steuersachen;Haupt-Bibliothek;;;;;KB;;;Ausländisches Steuerrecht;Deutschland;
Steichen Alain;;;Besteuerung von Zinserträgen;Welches Modell für Europa?;;;-;231-258;Druckerzeugnis;In: Dann, Wilfried, Ehrlicher, Werner & etc., (Hrsg.): Unternehmenspolitik und Internationale Besteuerung;Haupt-Bibliothek;;;;;LD;;;Interkantonales/Internationales Steuerrecht;Deutschland;
Nigro;Lloyd G.;Richardson;Foundations;;;;0-934540-86-1;44256;Druckerzeugnis;In: Ingraham-Patricia W.- Kettl-Donald F.: Agenda for Excellence: Public Service in America The Founder's Unsentimental View of Public Service in the American Regime;Haupt-Bibliothek;;Chatham;Chatham House;;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
Frossard Gabriel;;;Bibliographie des schweizerischen Rechts 1998/1999;;;;3-7190-1954-3;410;Druckerzeugnis;Herausgegeben mit Unterstützung des Schweizerischen Juristenvereins- in Zusammenarbeit mit Marianne von Senger und Louis-Daniel Perret;Haupt-Bibliothek;JB 143 1;Basel;Helbing & Lichtenhahn;2000;JB;;;Allgemeine Steuerrechtsliteratur;Festschriften, Sammelwerke, Bibliographien;
Hemmelgarn Thomas;;;Steuern und Abgaben im Finanzsektor;Abgabenrechtliche Regulierung und neue Finanzmarktsteuern in der Europäischen Union;;;-;82;Druckerzeugnis;IFSt-Schrift 468;Haupt-Bibliothek;;;;;KA;;;Ausländisches Steuerrecht;Staatenverbände, Staatengruppen;
EG-Kommission;;;Die multinationalen Unternehmen und die Gemeinschaft;;;;;33;Druckerzeugnis;;Haupt-Bibliothek;FB 128;Luxemburg;Amt für amtliche Veröffentlichungen der Europäischen Gemeinschaften;1973;YL5;YM;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre-	Internationaler Handel. Zahlungsbilanz und Wechselkurse";Finanzwirtschaft supranationaler Behörden
Schmidt Manfred G.;;;Vom wirtschaftlichen Wert der Sozialpolitik. Die Perspektive der vergleichenden Politikforschung;;;;3.428.06702.9;149-169;Druckerzeugnis;In: Vobruba-Georg (Hrsg.): Der wirtschaftliche Wert der Sozialpolitik;Haupt-Bibliothek;;Berlin;Duncker & Humblot;;YX;;;Wirtschaftswissenschaften;Sozialpolitik. Gesundheitswesen. Bildungsökonomie;
IBM;;;Concepts and Applications of Regression Analysis;;;;;45;Druckerzeugnis;;Separata;AE Sep. 17;New York;IBM;1971;YJ;;;Wirtschaftswissenschaften;Volkswirtschaftliches Rechnungswesen. Sonstiges, einzelnen Gruppen nicht zuweisbares statistisches Material;
Fréville Y.;;;Frankreich;;;;;29-66;Druckerzeugnis;In: Kommission der Europäischen Gemeinschaften: Bericht der Sachverständigengruppe zur Untersuchung der Rolle der öffentlichen Finanzen bei der europäischen Integration;Haupt-Bibliothek;;Brüssel;;;YL5;YM;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre-	Internationaler Handel. Zahlungsbilanz und Wechselkurse";Finanzwirtschaft supranationaler Behörden
Scherrer Gerhard;;;Bilanzierung der Spaltung beim übertragenden Rechtsträge;;;;-;391-418;Druckerzeugnis;In: Dann, Wilfried, Ehrlicher, Werner & etc., (Hrsg.): Unternehmenspolitik und Internationale Besteuerung;Haupt-Bibliothek;;;;;LD;;;Interkantonales/Internationales Steuerrecht;Deutschland;
Ley Ursula;;;Änderung der Tarifvergünstigungen für Veräusserungsgewinne;Gestaltungsüberlegungen;;;3 504 62642 9;229-252;Druckerzeugnis;In: Fachinstitut der Steuerberater (Hrsg.): Steuerberater-Jahrbuch, Bd. 49;Haupt-Bibliothek;;Köln;Otto Schmidt;;OF;;;Grundbegriffe und Geschichte der Steuern;Steuermass;
Blaas Wolfgang;;;Die Theorie der Stabilisierungspolitik Hilfe oder Hindernis der Politikberatung?;;;;;14;Druckerzeugnis;;Separata;AK Sep. 118;Wien;Institut für Finanzwissenschaft und Steuerrecht;1983;YC;;;Wirtschaftswissenschaften;Wirtschaftstheorie, einschliesslich Geldtheorie;
Bornhalm Wilhelm;;;Das staatliche Rechnungswesen;;;;-;227;Druckerzeugnis;Möglichkeiten und Probleme einer zielgerechten Gestaltung;Haupt-Bibliothek;VF 114;Bad Bentheim-Gildenhaus;Gildehaus-Verlag Metta Metten;1986;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle
Schulte Maria-Dolores;;;The Economic Theory of the Destination Principle and the Origin Principle;;;;-;;Druckerzeugnis;in: Institut International de Finances Publiques, Comparaison et harmonisation des systèmes des recettes publiques, particulièrement des systèmes fiscaux Report at the Congres at Louxembourg, S. 217 ff.;Haupt-Bibliothek;;;;;KA;;;Ausländisches Steuerrecht;Staatenverbände, Staatengruppen;
Krause-Junk Gerold;;;Automatismen versus Autonomie;;;;-;59-111;Druckerzeugnis;In: Geyer Herbert/andere: Budgetpolitik im Wandel;Haupt-Bibliothek;;;;;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle
Schmidt Frank;;;Allowance for Corporate Equity;;;;3-89161-566-3;220;Druckerzeugnis;Zinskorrigierte Besteuerung zur Harmonisierung der Steuersysteme in Europa;Haupt-Bibliothek;KA 176;Berlin;S + W Steuer- und Wirtschaftsverlag;1998;KA;;;Ausländisches Steuerrecht;Staatenverbände, Staatengruppen;
Chrystal A.;Alt J.;;Endogenous Government Behaviour;Wagner's Law or Götterdämmerung?;;;0.85520.35208;123-141;Druckerzeugnis;In: Cook-S.T.- Jackson-P.M. (Hrsg.): Current Issues in Fiscal Policy;Haupt-Bibliothek;;Oxford;Martin Robertson;;YB;;;Wirtschaftswissenschaften;Allgemeines. Methoden der W. Unterrichts- und Ausbildungsmethoden in den W., Wirtschaftspädagogik;
Vorstand des österreichischen Juristentages;;;Das Abgabenrecht als Lenkungsinstrument der Gesellschaft und Wirtschaft und seine Schranken in den Grundrechten;;;;;108;Druckerzeugnis;;Haupt-Bibliothek;JD 128;Wien;Manzsche;1982;JD;;;Allgemeine Steuerrechtsliteratur;Grundsätze der Rechtsanwendung;
Toifl Gerald;;;Die Tätigkeitseinkünfte nach dem DBA Österreich-USA;;;;-;191-232;Druckerzeugnis;In: Gassner, Wolfgang, Lang, Michael & Lechner, Eduard, (Hrsg.): Das neue Doppelbesteuerungsabkommen Österreich - USA. Abkommenspraxis im Spannungsfeld zwischen OECD- und US-Musterabkommen;Haupt-Bibliothek;;Wien;Linde;;LP;;;Interkantonales/Internationales Steuerrecht;Oesterreich;
Klee-Kruse Gudrun;Lenk Klaus;;Auf dem Weg zum Bürgerbüro;;;;;82-83;Druckerzeugnis;;Separata;EK Sep. 05;;;1993;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
Schlecht Otto;;;Grenzen der Einkommenspolitik in der Marktwirtschaft;;;;3.428.02939.9;159-174;Druckerzeugnis;In: Külp-Bernhard- Stützel-Wolfgang (Hrsg): Beiträge zu einer Theorie der Sozialpolitik;Haupt-Bibliothek;;Berlin;Duncker & Humblot;;YX;;;Wirtschaftswissenschaften;Sozialpolitik. Gesundheitswesen. Bildungsökonomie;
Konrad Anton;Gärtner Manfred;;Beiträge zur Geld--Währungs- und Finanzpolitik;;;;;36;Druckerzeugnis;;Haupt-Bibliothek;AK 0274 I;;;1985;YK;;;Wirtschaftswissenschaften;Geld, Kredit- und Bankwesen. Bankbetriebslehre;
Bundesministerium der Finanzen;;;Das neue Haushaltsrecht;;;;;143;Druckerzeugnis;Grundlagen einer einheitlichen Finanz- und Wirtschaftspolitik der öffentlichen Hand;Haupt-Bibliothek;VG 113;Bonn;Bundesministerium der Finanzen;1969;YL2;YL7;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;"Haushaltsaufstellung, -verwaltung und -kontrolle-	Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder"
Brainin Josef;;;Bürger Client Server Justiz;;;;;56;Druckerzeugnis;Informationstechnik als Antrieb der Erneuerung;Haupt-Bibliothek;EA 286;Wien;Bundesministerium für Justiz;1997;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
Karl Bräuer Institut des Bundes der Steuerzahler;;;Bevölkerungsentwicklung und Staatsausgaben;;;;;73;Druckerzeugnis;;Haupt-Bibliothek;BA 128;Wiesbaden;Karl-Bräuer-Institut;1979;YL1;YL2;YL7;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;"Allgemeines-	Haushaltsaufstellung, -verwaltung und -kontrolle-	Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder"
OECD;;;The Taxation of Income Derived from Entertainment-Artistic and Sporting Activities;;;;-;25;Druckerzeugnis;adopted by the OECD Council on 27.03.1987;Haupt-Bibliothek;LC 0266;Paris;OECD;1988;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;
Dietl Jutta;;;Die erlaubte Steuerersparung durch rechtliche Gestaltung wirtschaftlicher Verhältnisse;;;;;140;Druckerzeugnis;;Haupt-Bibliothek;JD 316;München;Dissertations-Druckerei Charlotte Schön;1968;JD;;;Allgemeine Steuerrechtsliteratur;Grundsätze der Rechtsanwendung;
Katterl Alfred;Part Peter;Stieber Harald;Die neuen Haushaltsregeln der EU für die Überprüfung der Stabilitätsziele;;;;-;31;Druckerzeugnis;Was zeigen konjunkturbereinigte Haushaltssalden? Gelber Brief Nr. 204;Haupt-Bibliothek;;;;;YL5;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Finanzwirtschaft supranationaler Behörden
EG-Kommission;;;Die öffentliche Meinung in der Europäischen Gemeinschaft Herbst 1983;;;;;91 + Anhang;Druckerzeugnis;;Haupt-Bibliothek;FB 143 1;Brüssel;EG;1983;YL5;YM;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre-	Internationaler Handel. Zahlungsbilanz und Wechselkurse";Finanzwirtschaft supranationaler Behörden
Krebühl Hans-Herbert;;;Das körperschaftsteuerliche Anrechnungsverfahren;Ein Modell für die zukünftige Unternehmensbesteuerung?;;;-;137-158;Druckerzeugnis;In: Dann, Wilfried, Ehrlicher, Werner & etc., (Hrsg.): Unternehmenspolitik und Internationale Besteuerung;Haupt-Bibliothek;;;;;LD;;;Interkantonales/Internationales Steuerrecht;Deutschland;
Häflinger Marco;;;Die Finanzrechnungsdefizite des Bundes 1971-1984 Ein Problem der Budgettechnik?;;;;;302;Druckerzeugnis;;Haupt-Bibliothek;VB 119;Bellinzona;Vervielfältigung;1986;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle
Schweizerischer Bankverein;;;Die Schweiz als internationaler Finanzplatz;;;;;29-;Druckerzeugnis;;Separata;AK Sep. 214;Basel;Schweizerischer Bankverein;1969;YK;;;Wirtschaftswissenschaften;Geld, Kredit- und Bankwesen. Bankbetriebslehre;
Tumpel Michael;;;Die passiven Einkünfte nach dem DBA Österreich-USA;;;;-;233-254;Druckerzeugnis;In: Gassner, Wolfgang, Lang, Michael & Lechner, Eduard, (Hrsg.): Das neue Doppelbesteuerungsabkommen Österreich - USA. Abkommenspraxis im Spannungsfeld zwischen OECD- und US-Musterabkommen;Haupt-Bibliothek;;Wien;Linde;;LP;;;Interkantonales/Internationales Steuerrecht;Oesterreich;
Steering Committee on Government Trading Enterprises;;;A Policy Framework for Improving the Performance of Government Trading Enterprises;;;;;51;Druckerzeugnis;;Haupt-Bibliothek;EF 189;Sydney;Government Printing Service;1993;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
Wegmann German;;;Die gemeinwirtschaftlichen Grudsätze in der Tarifpolitik der deutschen Bundespost;;;;;224;Druckerzeugnis;Ein Beitrag zum Thema staatliche Interventionen im Verkehrswesen;Haupt-Bibliothek;EF 135;Heidelberg;Quelle & Meyer;1964;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
Danzinger Erika;;;Die finanziellen Probleme der Entwicklungshilfe in der 2. UN-Entwicklungsdekade;;;;;12;Druckerzeugnis;;Separata;AK Sep. 513;Wien;Institut für Finanzwissenschaft und Steuerrecht;1972;YM;;;Wirtschaftswissenschaften;Internationaler Handel. Zahlungsbilanz und Wechselkurse;
Aschinger Franz;;;Die Problematik flexibler Wechselkurse. Die Spielarten der Inflation;;;;;17- 19-;Druckerzeugnis;;Separata;AK Sep. 319;Basel;Schweizerischer Bankverein;1969;YM;;;Wirtschaftswissenschaften;Internationaler Handel. Zahlungsbilanz und Wechselkurse;
Elektrowatt AG;;;Die Umweltbelastung im Energiebereich;;;;;55 + Anhang;Druckerzeugnis;;Haupt-Bibliothek;AG 306;;;1976;YN;;;Wirtschaftswissenschaften;Konjunkturschwankungen, Stabilitätspolitik;
NSW Treasury;;;Characteristics of a fully corporatised government trading enterprise and checklist for national stocktake of GTE Reforms;;;;;36;Druckerzeugnis;;Separata;EF Sep. 25;Sydney;NSW Treasury;1991;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
Mattausch Hubert E.;;;Die steuerliche Anerkennung von Produkthaftpflichtrückstellungen-insb. in der Automobilindustrie;;;;-;359-372;Druckerzeugnis;In: Dann, Wilfried, Ehrlicher, Werner & etc., (Hrsg.): Unternehmenspolitik und Internationale Besteuerung;Haupt-Bibliothek;;;;;LD;;;Interkantonales/Internationales Steuerrecht;Deutschland;
Stürzlinger Birgit;;;Business Restructurings;;;;978-3-7007-4859-5;236;Druckerzeugnis;Ertragsbesteuerung genzüberschreitender Strukturänderungen zwischen verbundenen Unternehmen - Schriften und aktuelle Beiträge zum österreichischen Abgabenrecht- hrsg. von Michael Lang, Josef Schuch und Claus Staringer, Bd. 64;Haupt-Bibliothek;LP 113;Wien;Orac;2011;LP;;;Interkantonales/Internationales Steuerrecht;Oesterreich;
Wicks John H.;Cameron Helen A.;Woodard Francis O.;Casis in Public Finance;;;;;119;Druckerzeugnis;;Haupt-Bibliothek;AA 215;New York;Appleton-Century-Crofts Division of Meredith Publishing Company;1965;YB;;;Wirtschaftswissenschaften;Allgemeines. Methoden der W. Unterrichts- und Ausbildungsmethoden in den W., Wirtschaftspädagogik;
