Flick Hans;Wassermeyer Franz;Baumhoff Hubertus;Aussensteuerrecht;Bd. III;0;0;3-504-26041-6;;Loseblattwerk;Kommentar;KB 308 3;KÃ¶ln;Otto Schmidt;2017;iff_doc_missing;CSV line 1;155189379;0;0;;;
Price Waterhouse;0;0;Corporate Taxes 1997 A Worldwide Summary;0;0;0;-;720;Druckerzeugnis;0;PK 150 1;New York;Price Waterhouse World Firm Services BV;1997;HSB01duplicate;991751;78246;0;0;https://aleph.unisg.ch/F?func=direct&doc_number=78246;;
Kelman Steven;0;0;Deregulating Federal Procurement;Nothing to Fear But Discretion Itself?;0;0;0.8157.1854.3;102-129;Druckerzeugnis;In: Dilulio John J. Jr./andere (ed.)- Deregulating the Public Sector;;Washington;Brookings Institution;;leave;991758;;;;;;
IFSt;0;0;IFSt-Heft 112;0;0;0;-;165;Druckerzeugnis;0;Z 152 112;Bonn;Stollfuss;1976;journal;;;;;;;
Scheil Xenia B.;0;0;Besteuerung von Alterseinkünften;0;0;0;3.88259.281.8;196;Druckerzeugnis;Verteilungswirkungen der steuerlichen Behandlung im internationalen Vergleich;AH 192;München;V. Florentz GmbH;1983;replacefromSwissbib;991772;276624238;0;0;https://www.swissbib.ch/Record/276624238;;
Timmermann Lars-Olaf;Jaeger Hans-Joachim;0;Die Besteuerung von Mitarbeiteraktien und -optionsplänen ('ESOP') in der Schweiz;0;0;0;0;31;Druckerzeugnis;0;PF Sep. 01;Zürich;Arthur Andersen;1997;notfound;;;;;;;
Schweiz. Bundesrat;0;0;Abkommen zwischen der Schweizerischen Eidgenossenschaft und den Europäischen Gemeinschaften;0;0;0;0;653-999;Druckerzeugnis;Botschaft des Bundesrates an die Bundesversammlung vom 16. August 1972 Texte der Abkommen und der zusätzlichen Dokumente;FB 116;Bern;0;1972;replacefromSwissbib;991788;353883298;0;0;https://www.swissbib.ch/Record/353883298;;
Weber L. H.;Vorsteher des Finanzdepartementes des Kanton Aargau;und diverse Andere;Bericht über die Vereinheitlichung und des Aufbaus und der Gliederung über die öffentliche Rechnung;0;0;0;0;93;Druckerzeugnis;0;VD 110;Zug;FDK;1973;leave;991796;;;;;;
Birkenfeld Wolfram;Forst Christian;0;Das Umsatzsteuerrecht im Europäischen Binnenmarkt;0;0;0;3 503 04133 8;472;Druckerzeugnis;Erläuterungen zum Mehrwertsteuersystem nach der 6. Umsatzsteuer-Richtlinie mit einer Textsammlung aller massgebenden Richtlinien- 3. A.;KA 175 1;Bielefeld;Erich Schmidt;1998;bestcase;167179;;;;;;
Krüger Rolf;0;0;Das wirtschaftspolitische Instrumentarium;0;0;0;0;129;Druckerzeugnis;Einteilungsmerkmale und Systematisierung;AG 123;Berlin;Duncker & Humblot;1967;HSB01duplicate;991809;316913;0;0;https://aleph.unisg.ch/F?func=direct&doc_number=316913;;
Nawiasky Hans;Bürgi Friedrich;;Die Stellung der Kantone im Bund;0;0;0;0;142;Druckerzeugnis;0;BC 201;Einsiedeln;Benziger & Co. AG;1947;bestcase;94911;;;;;;
Reich Markus;Zweifel Martin;0;Das schweizerische Steuerrecht. Eine Standortbestimmung;Festschrift zum 70. Geburtstag von Prof. Dr. Ferdinand Zuppinger;0;0;3 7272 9220 2;643;Druckerzeugnis;0;JB 123;Bern;Stämpfli;1989;bestcase;16693;;;;;;
Hansjürgens Bernd;0;0;Umweltabgaben im Steuersystem;0;0;0;3-7890-2741-3;274;Druckerzeugnis;Zu den Möglichkeiten einer Einfügung von Umweltabgaben in das Steuer- und Abgabensystem der Bundesrepublik Deutschland Schriften zur öffentlichen Verwaltung, Bd. 140- hrsg. von Peter Eichhorn und Peter Friedrich;RD 502;Baden-Baden;Nomos;1992;bestcase;50773;;;;;;
EG-Kommission;0;0;Bulletin der Europäischen Gemeinschaften Nr. 6-1988;0;0;0;0;206;Druckerzeugnis;0;FB 156;Brüssel;EG;1988;leave;991840;;;;;;
EWG;0;0;Bericht des Steuer- und Finanzausschusses;0;0;0;0;153;Druckerzeugnis;Neumark-Bericht;KA 102;0;Veröffentlichungsstellen der Europ. Gemeinschaften;1962;leave;991848;;;;;;
Europa-Forum Luzern;0;0;Die Schweiz und die verschärfte Steuerkonkurrenz in der Krisenzeit;Wettbewerbsfaktor Steuern;;0;-;;CD-ROM/DVD;17. Internationales Europa Forum Luzern vom Montag, 2. November 2009, im KKL Luzern;TA 202 2;Luzern;Europa Forum Luzern;2010;journal;;;;;;;
Fessler Ferdinand;0;0;Die Entwicklung der Steuerbelastung des Reineinkommens natürlicher Personen in Bund und Kanton Zürich;0;0;0;3 7272 9220 2;13-29;Druckerzeugnis;In: Reich, M. & Zweifel, M., (Hrsg.): Das schweizerische Steuerrecht - Eine Standortbestimmung Festschrift zum 70. Geburtstag von Prof. Dr. Ferdinand Zuppinger;;Bern;Stämpfli;;replacefromSwissbib;991864;281878781;0;0;https://www.swissbib.ch/Record/281878781;;
Chancellor of the Exchequer;0;0;Better Accounting for the Texpayer's Money;0;0;0;0;50;Druckerzeugnis;The Government's Proposals;VF 138;London;Parliament by the Chancellor;1995;notfound;;;;;;;
Institut de Droit des Affaires;0;0;Le système fiscal français et la construction européenne;0;0;0;0;169;Druckerzeugnis;Table ronde du 21 janvier 1988;KE 112;Aix-Marseille;Presse universitaires;1989;replacefromSwissbib;991878;507638441;0;0;https://www.swissbib.ch/Record/507638441;;
Zuber Heinz;0;0;Der französische Trésor;0;0;0;0;201;Druckerzeugnis;Volkswirtschaftliche Schriften, Heft 108;EF 113;Berlin;Duncker & Humblot;1967;HSB01duplicate;991887;294094;Volkswirtschaftliche Schriften, Heft 108;;https://aleph.unisg.ch/F?func=direct&doc_number=294094;;
Bundesamt für Statistik;0;0;Bildungsmosaik Schweiz;0;0;0;3-303-15068-0;71;Druckerzeugnis;0;AE 193;Bern;BFS;1992;replacefromSwissbib;991894;277357888;0;0;https://www.swissbib.ch/Record/277357888;;
Hofmeister Albert;0;0;Anreizsysteme im öffentlichen Bereich;0;0;0;0;258;Druckerzeugnis;0;EA 227;Bern;Schweizerische Gesellschaft für Verwaltungswissenschaften;1991;bestcase;74527;;;;;;
Sultan Herbert;0;0;Art und Mass der Prognose der Steuerwirkungen;0;0;0;0;23;Druckerzeugnis;Antrittsvorlesung am 18.7.31;CA Sep. 09;Tübingen;J.C.B. Mohr;1931;HSB01duplicate;991906;345779;0;0;https://aleph.unisg.ch/F?func=direct&doc_number=345779;;
Schweiz. Kreditanstalt;0;0;Die Schweiz und die europäische Integration;0;0;0;0;243;Druckerzeugnis;Berichte und Dokumente eines Seminars der Schweiz. Kreditanstalt;KA 105;0;SKA;1968;HSB01duplicate;991913;49113;0;0;https://aleph.unisg.ch/F?func=direct&doc_number=49113;;
Oesch Richard;0;0;Die Holdingbesteuerung in der Schweiz;0;0;0;-;559;Druckerzeugnis;Eine Studie über ihre Grundlage und Ausformung Diss. der Uni Zürich;PN 216;Zürich;Schulthess;1976;bestcase;126264;;;;;;
Finger Matthias;0;0;Conception et Developpement d'un Projet;0;0;0;0;60;Druckerzeugnis;0;EF 248;Genf;Atag Ernst & Young Consulting;1997;leave;991926;;;;;;
Förterer Jürgen;0;0;Die stabilitätspolitischen Vorschläge Milton Friedmans;0;0;0;3.428.04464.9;231;Druckerzeugnis;Wissenschaft im Spannungsfeld von Werturteil und Theorie;AK 1036;Berlin;Duncker & Humblot;1979;HSB01duplicate;991934;290718;0;0;https://aleph.unisg.ch/F?func=direct&doc_number=290718;;
Stachels Elmar;0;0;Das Stabilitätsgesetz im System des Regierungshandelns;0;0;0;0;209;Druckerzeugnis;0;AG 196;Berlin;de Gruyter;1970;replacefromSwissbib;991940;506886565;0;0;https://www.swissbib.ch/Record/506886565;;
Schweiz. Verwaltungs-Kurse an der HSG;0;0;Buts et méthodes d'une politique fiscale rationnelle sur le plan fédéral-cantonal et communal;0;0;0;0;100;Druckerzeugnis;21e cours par l'Institut suisse de cours administratifs Université commerciale de St. Gall. 17. octobre 1942 à Montreux.;CA 104;St. Gallen;Institut suisse de cours administratifs;1942;leave;991948;;;;;;
Nawiasky Hans;0;0;Das Personalwesen der öffentlichen Verwaltung;0;0;0;0;180;Druckerzeugnis;Die grossen Entwicklungslinien, Grundsätzliches über das Dienstrecht, Personalauslese, Vorbildung, Ausbildung, Fortbildung, Disziplinarwesen,ua.;EA 104;Einsiedeln;Verlagsanstalt Benziger & Co. AG;1958;HSB01duplicate;991955;122170;0;0;https://aleph.unisg.ch/F?func=direct&doc_number=122170;;
Simonek Madeleine;Eitel Paul;Müller Karin;Unternehmensrecht II;Nachfolge und Umstrukturierung;0;0;978-3-7255-5820-9;330;Druckerzeugnis;0;WC 262 2.1;Zürich;Schulthess;2009;bestcase;490081;;;;;;
Ossenbühl Klaus Hermann;0;0;Die gerechte Steuerlast;0;0;0;0;175;Druckerzeugnis;Prinzipien der Steuerverteilung unter staatsphilosophischem Aspekt;CA 170;Heidelberg;F. H. Kerle Verlag;1972;replacefromSwissbib;991968;90734777;0;0;https://www.swissbib.ch/Record/090734777;;
Walker Beat;0;0;Das schweizerische Steuersystem;0;0;0;3 7155 9001 7;391;Druckerzeugnis;Band 1;JA 137 1;Zürich;AKAD Verlag;1997;replacefromSwissbib;991976;292259557;Band 1;;https://www.swissbib.ch/Record/292259557;;
Böhret Carl;0;0;Grundriss der Planungspraxis;0;0;0;3.531.11199.X;223;Druckerzeugnis;Mittelfristige Programmplanung und angewandte Planungstechniken;AK 1001;Opladen;Westdeutscher Verlag;1975;HSB01duplicate;991981;872752;0;0;https://aleph.unisg.ch/F?func=direct&doc_number=872752;;
Böhme Olaf J.;0;0;Die wirtschaftspolitische Willensbildung in der Schweiz;0;0;0;3.261.04639.2;175;Druckerzeugnis;Ihre mögliche Verbesserung durch die Schaffung eines Eidgenössischen Wirtschaftsrates;AK 0425;Bern;Peter Lang;1979;HSB01duplicate;991990;107715;0;0;https://aleph.unisg.ch/F?func=direct&doc_number=107715;;
Peat Marwick Mitchell & Co.;0;0;Bank Taxation in Europe;0;0;0;0;117;Druckerzeugnis;0;KA 319;Frankfurt;Peat Marwick Mitchell;1979;notfound;;;;;;;
OECD;0;0;Dealing Effectively with the Challenges of Transfer Pricing;0;0;0;978-92-64-16946-3;109;Druckerzeugnis;Link: http://www.oecd.org/site/ctpfta/49428070.pdf;LC 6176;Amsterdam;IBFD;2012;leave;992004;;;;;;
Färber Gisela;0;0;Das rationale Budget;0;0;0;3-8204-8042-0;312;Druckerzeugnis;Voraussetzungen und Konsequenzen für ein funktionsfähiges Haushaltswesen der öffentlichen Hand Beiträge zur Politikwissenschaft, Bd. 29;VB 167;Frankfurt;Peter Lang;1984;HSB01duplicate;992012;204757;0;0;https://aleph.unisg.ch/F?func=direct&doc_number=204757;;
Schaller François;0;0;Die Geldpolitik;0;0;0;0;37;Druckerzeugnis;0;AK Sep. 227;Bern;Schweizerische Volksbank;1981;bestcase;289588;;;;;;
Brunetti Aymo;Jaggi Markus;Weder Rolf;Die Schweiz in der europapolitischen Zwickmühle;0;0;0;3 85823 785 X;284;Druckerzeugnis;Wirtschaftliche Umverteilung als entscheidender Faktor in der Aussenpolitik;GA 110;Zürich;Neue Zürcher Zeitung;1999;bestcase;206116;;;;;;
Zapf Wolfgang;0;0;Sozialpolitik in gesellschaftlichen Modernisierungskonzepten;0;0;0;3.428.06702.9;51-64;Druckerzeugnis;In: Vobruba-Georg (Hrsg.): Der wirtschaftliche Wert der Sozialpolitik;;Berlin;Duncker & Humblot;;leave;992034;;;;;;
Schweizerischer Bankverein;0;0;Der Bundeshaushalt im Jahre 1969 und seine Rückwirkungen auf die schweizerische Volkswirtschaft;0;0;0;0;8;Druckerzeugnis;Bulletin des schweizerischen Bankvereins;VA Sep. 03;Basel;Schweizerischer Bankverein;1970;leave;992042;;;;;;
Rohner Rudolf;0;0;Die Finanzkompetenzen der Landsgemeinden unter besonderer Berücksichtigung der Anwendung der Referendumsnormen;0;0;0;0;180;Druckerzeugnis;Dissertation der Universität Zürich, 1970;GB 108;Zürich;Schulthess;1970;bestcase;95468;;;;;;
Pirker Theo;Gilles Franz-O.;;Autonomie und Kontrolle;0;0;0;3.923024.22.3;185;Druckerzeugnis;Beiträge zur Soziologie des Finanz- und Steuerstaates;VE 116;Berlin;Schelzky & Jeep;1989;replacefromSwissbib;992058;135614724;0;0;https://www.swissbib.ch/Record/135614724;;
Oester Hans Christian;0;0;Das Finanzreferendum im Kanton St.Gallen;0;0;0;0;194;Druckerzeugnis;Dissertation der HSG, Nr. 160, 1962;GB 102;Winterthur;P. G. Keller;1962;HSB01duplicate;992064;121803;0;0;https://aleph.unisg.ch/F?func=direct&doc_number=121803;;
Stein Matthias;0;0;Die Management-Holding;Analyse eines Struktur- und Führungskonzeptes;0;0;0;249;Druckerzeugnis;0;WA 340;Bamberg;Difo-Druck;1993;HSB01duplicate;992073;57137;0;0;https://aleph.unisg.ch/F?func=direct&doc_number=57137;;
Kroker Rolf;0;0;Der Staat als Wirtschaftsfaktor;0;0;0;602.24793.7;45;Druckerzeugnis;Zur Aussagefähigkeit der Staatsquote;AC Sep. 08;Köln;Deutscher Instituts-Verlag;1981;bestcase;348517;;;;;;
Rombach Gerhard;0;0;Das Massgeblichkeitsprinzip im System einkommensteuerrechtlicher Gewinnermittlung;0;0;0;3-89085-281-5;326;Druckerzeugnis;0;KB 186;Pfaffenweiler;Centaurus-Verlagsgesellschaft Pfaffenweiler;1988;bestcase;250670;;;;;;
Baily Martin Neil;Tobin James;0;Inflation-Unemployment Consequences of Job Creation Policies;0;0;0;0.8157.6892.3;43-85;Druckerzeugnis;In: Palmer-John L. (Hrsg.): Creating Jobs - Public Employment Programs and Wage Subsidies;;Washington;Brookings Institution;1978;leave;992094;;;;;;
IFSt;0;0;IFSt-Schrift 407;0;0;0;3-89737-102-2;77;Druckerzeugnis;0;Z 153 407;Bonn;IFSt;2003;journal;;;;;;;
United Nations;0;0;Commission on Transnational Corporations;0;0;0;0;0;Druckerzeugnis;Report on the 13th Session (7-16 April 1987);AK Sep. 120 3;New York;United Nations;1987;iff_doc_missing;CSV line 146;350231036;0;0;;;
Aschinger Franz E.;Binswanger Hans-Christoph;;Der Europäische Währungsblock aus schweizerischer Sicht;0;0;0;3.258.01311.X;89;Druckerzeugnis;Bankwirtschaftliche Forschungen, Bd. 16;FB 124;Bern;Paul Haupt;1973;iff_doc_missing;CSV line 147;289699991;0;0;;;
Blankart Charles B.;Pommerehne Werner;Schneider Friedrich;Warum nicht reprivatisieren?;0;0;0;3.428.05603.5;221-246;Druckerzeugnis;In: Neumann Manfred (Hrsg.): Ansprüche, Eigentums- und Verfügungsrechte;;Berlin;Duncker & Humblot;;leave;992120;;;;;;
Vogel H. J.;0;0;Deutschlands Städte heute;aktuelle kommunale Probleme in der Bundesrepublik Deutschland;0;0;0;34-;Druckerzeugnis;Vortrag, gehalten an der ordentlichen GV des Schweiz. Städteverbandes in Biel, 3. und 4. Oktober 1969;AG Sep. 34;0;0;1969;leave;992128;;;;;;
Walker Beat;0;0;Die Direkte Bundessteuer;Bd. 2;0;0;3 7155 9003 3;272;Druckerzeugnis;0;JA 138 I;Zürich;AKAD Verlag;1997;replacefromSwissbib;991602;300905181;0;0;https://www.swissbib.ch/Record/300905181;;
Kehrli Hanspeter;0;0;Interkantonales Konkordatsrecht;0;0;0;0;131;Druckerzeugnis;Dissertation ZH, Europäische Hochschulschriften, Reihe II, Bd. 12;WB 110;Bern;Verlag Lanf & Co. AG;1968;HSB01duplicate;992146;122757;0;0;https://aleph.unisg.ch/F?func=direct&doc_number=122757;;
Klein Peter-Jörg;0;0;Das Berufsbild des Planers in der öffentlichen Verwaltung;0;0;0;3 452 17244 9;172;Druckerzeugnis;Ein Beitrag zum Selbstverständnis des modernen Verwaltungsbeamten;EG 109;Köln;Carl Heymanns;1971;bestcase;124991;;;;;;
IBFD;0;0;Central & East European Tax Directory 1997;0;0;0;90-76078-03-3;99;Druckerzeugnis;4. A.;KH 124 1;Amsterdam;IBFD;1997;journal;;;;;;;
Rentsch Frank;0;0;Die Rolle des Postchecks im Geld- und Kreditsystem unter besonderer Berücksichtigung der Schweiz;0;0;0;0;170;Druckerzeugnis;Dissertation der HSG, Nr. 84, 1955;AK 0212;Winterthur;P. G. Keller;1955;bestcase;136117;;;;;;
Haveman Robert H.;0;0;The Dutch Social Employment Program;0;0;0;0.8157.6892.3;241-275;Druckerzeugnis;In: Palmer-John L. (Hrsg.): Creating Jobs - Public Employment Programs and Wage Subsidies;;Washington;Brookings Institution;1978;leave;992173;;;;;;
Niskanen William A. Jr.;0;0;Bureaucracy & Representative Government;0;0;0;202-06040-3;241;Druckerzeugnis;0;VA 131;Chicago;Aldine - Atherton;1971;notfound;;;;;;;
Arioli Silvio;0;0;Das Verbot der willkürlichen und der rechtsungleichen Rechtsanwendung im Sinne von Art. 4 der Bundesverfassung;0;0;0;-;114;Druckerzeugnis;Basler Studien zur Rechtswissenschaft, Heft 84;JD 107;Basel;Helbing & Lichtenhahn;1968;bestcase;339999;;;;;;
Cook S. T.;Jackson P. M.;0;Current Issues in Fiscal Policy;0;0;0;0.85520.35208;219;Druckerzeugnis;0;AA 282;Oxford;Martin Robertson;1979;HSB01duplicate;992197;361694;0;0;https://aleph.unisg.ch/F?func=direct&doc_number=361694;;
Becker Fred G.;0;0;Anreizsysteme für Führungskräfte;0;0;0;3.7910.0506.5;181;Druckerzeugnis;Möglichkeiten zur strategisch-orientierten Steuerung des Managements;WA 320;Stuttgart;C. E. Poeschel;1990;HSB01duplicate;992203;24820;0;0;https://aleph.unisg.ch/F?func=direct&doc_number=24820;;
Jegher Annina;Nyffeler Bettina;Spycher Stefan;Analyse der Rücktritte aus dem Berner Stadtrat;0;0;0;0;0;Druckerzeugnis;im Aufttag der Staatskanzlei Bern;WD 234;Bern;BASS;1995;replacefromSwissbib;992211;124936881;0;0;https://www.swissbib.ch/Record/124936881;;
Dober Willy;0;0;Buchmässige und kalkulatorische Steuern;0;0;0;0;132;Druckerzeugnis;Dissertation der HSG, Nr. 58;CA 106;Zürich;Polygraphischer Verlag;1954;HSB01duplicate;992220;136022;0;0;https://aleph.unisg.ch/F?func=direct&doc_number=136022;;
Frotscher Gerrit;0;0;Internationales Steuerrecht;0;0;0;978-3-406-59057-3;350;Druckerzeugnis;3. A.;LC 1020;München;C.H. Beck;2009;bestcase;492718;;;;;;
IFSt;0;0;IFSt-Schrift 406;0;0;0;3-89737-101-4;32;Druckerzeugnis;Stein Heinz-Gerd, Deutsche Wirtschaft am Rande einer Rezession Eichel Hans, Perspektive der Steuerpolitik in der neuen Legislaturperiode;Z 153 406;Bonn;IFSt;2003;journal;;;;;;;
Nuissl Ekkehard;Schuldt Hans-Joachim;0;Betrieb statt Behörde;0;0;0;3-88513-090-4;116;Druckerzeugnis;Die Hamburger Volksschule im Wandel;EH 134;Frankfurt;Pädagogische Amststelle;1993;replacefromSwissbib;992239;109762916;0;0;https://www.swissbib.ch/Record/109762916;;
Netherlands Scientific Council for Government Policy;0;0;Debating Institutions and Cities;0;0;0;90.399.0321.2;156;Druckerzeugnis;Proceedings of the Anglo-Duch Conference on Urban Regeneration;AJ 378;Den Haag;NCfGP;1992;leave;992248;;;;;;
Ingraham;Patricia W. Rosenbloom;David H.;The State of Merit in the Federal Government;0;0;0;0-934540-86-1;274-304;Druckerzeugnis;In: Ingraham-Patricia W.- Kettl-Donald F.: Agenda for Excellence: Public Service in America;;Chatham;Chatham House;;leave;992255;;;;;;
EC Commission;0;0;Basic Studies;Executive Summaries;0;0;92.825.8605.7;578;Druckerzeugnis;0;FB 158 1;Brüssel;EG;1988;reimportFromSwissbib;992261;515927406;0;0;https://www.swissbib.ch/Record/515927406;;
Gelhausen Hans Friedrich;0;0;Das Realisationsprinzip im Handels- und im Steuerbilanzrecht;0;0;0;3-8204-8220-2;423;Druckerzeugnis;0;PE 1012;Frankfurt;Peter Lang;1985;bestcase;117331;;;;;;
Pfleiderer Otto;0;0;Der Sinn des Nominalprinzips und seine Bedeutung für das Rechts- und Wirtschaftsleben;0;0;0;3.428.03264.0;78-96;Druckerzeugnis;In: Haberler-Gottfried- Bartel-Karl (Hrsg.): Das Inflationsproblem heute - Stabilisierung oder Anpassung;;Berlin;Duncker & Humblot;;leave;992274;;;;;;
Jakob Dominique;0;0;Perspektiven des Stiftungsrechts in der Schweiz und in Europa;0;0;0;978-3-7190-3012-4;204;Druckerzeugnis;Schriften zum Stiftungsrecht, Bd. 1;PN 422;Basel;Helbing & Lichtenhahn;2010;bestcase;516219;;;;;;
Schmid Hansdieter;Mäule D.;0;A;Z des Gemeindehaushalts Baden-Württemberg;0;0;-;220;Druckerzeugnis;Schriften des Bundes der Steuerzahler Baden-Württemberg;VF 126;Weilheim;Bräuer GmbH;1991;notfound;;;;;;;
Michael Peter J.;0;0;Der Steuer- und Abgabebetrug im schweizerischen Recht;0;0;0;3-258-04619-0;360;Druckerzeugnis;Schriftenreihe Finanzwirtschaft und Finanzrecht, Bd. 59;MK 106 2;Bern;Paul Haupt;1992;bestcase;45549;;;;;;
Leu Robert E.;Frey René L.;Buhmann Brigitte;Budgetinzidenz;Wer profitert von den öffentlichen Leistungen und wer zahlt dafür?;0;0;3.7190.1040.6;149-174;Druckerzeugnis;In: Frey René/Leu Robert (Hrsg.): Der Sozialstaat unter der Lupe;;Basel;Helbing & Lichtenhahn;1988;HSB01duplicate;992302;12585;0;0;https://aleph.unisg.ch/F?func=direct&doc_number=12585;;
Management Information Service;0;0;Citizen education;0;0;0;0;15;Druckerzeugnis;0;EA Sep. 15;Washington;International City Management Assoiciation;1991;leave;992308;;;;;;
Grünenfelder Peter;0;0;Die Rolle der politischen Führung im Rahmen des New Public Management in Christchurch;0;0;0;0;330;Druckerzeugnis;0;EH 136;Bamberg;Difo-Druck;1996;bestcase;127309;;;;;;
Harrigan Kathryn R.;0;0;Competition through Strategic Allicances;0;0;0;-;115-121;Druckerzeugnis;in: ISC (Hrsg.), The Spirit of Competition;;;;;leave;992319;;;;;;
Teschner Manfred;Vesper Dieter;0;Budgetpolitik Österreichs im internationalen Vergleich;0;0;0;3.428.05446.6;115;Druckerzeugnis;0;AE 174;Berlin;Duncker & Humblot;1983;bestcase;347802;;;;;;
Rücker Bringfried;0;0;Hat die Globalsteuerung bei der Inflationsbekämpfung versagt?;0;0;0;3.428.03264.0;138-147;Druckerzeugnis;In: Haberler-Gottfried- Bartel-Karl (Hrsg.): Das Inflationsproblem heute - Stabilisierung oder Anpassung;;Berlin;Duncker & Humblot;;leave;992333;;;;;;
Vogel Klaus;0;0;Der offene Finanz- und Steuerstaat;0;0;0;3-8114-7290-9;750;Druckerzeugnis;Ausgewählte Schriften 1964 bis 1990;JB 141;Heidelberg;C. F. Müller;1991;replacefromSwissbib;992339;135666198;0;0;https://www.swissbib.ch/Record/135666198;;
Tipke Klaus;0;0;Die Steuerrechtsordnung;Bd. I;0;0;3 504 20101 0;1-515;Druckerzeugnis;3 Bände;KB 135 1.1;Köln;Otto Schmidt;1993;replacefromSwissbib;992344;271558075;0;0;https://www.swissbib.ch/Record/271558075;;
Deyhle Albrecht;0;0;Controller Handbuch I;0;0;0;3-7775-0311-8;210;Druckerzeugnis;Enzyklopädisches Lexikon für die Controller-Praxis I. ABC-Analyse bis Controllers Thementeppich;VE 122 1;München;Management Service Verlag;1990;leave;992354;;;;;;
Kühner Peter;0;0;Die Kapital- und Zinssubventionen im langfristigen Kreditgeschäft und ihre abwicklungstechnische Lösung;0;0;0;0;267;Druckerzeugnis;Inaugural-Dissertation der Universität Mannheim, 1978;AK 0267;0;Offset;1978;replacefromSwissbib;992362;292262817;0;0;https://www.swissbib.ch/Record/292262817;;
EG;0;0;Die öffentlichen Finanzen der Gemeinschaft;0;0;0;92-825-9828-4;122;Druckerzeugnis;Der Gemeinschaftshaushalt nach der Reform von 1988;VG 138;Luxemburg;EG;1989;bestcase;20405;;;;;;
